<r>,lambda
0.7585957359450228,0.9635471834327644
0.5430460191013904,0.9316848945492332
0.5320397480070044,0.8776335339561133
0.5227204713856223,0.8068051247630516
0.7089875729598186,0.7958481272442175
0.580414586449519,0.7613541711254272
0.6309250799943271,0.6735210243784142
0.524236473275532,0.6631245992414234
0.6692070576891038,0.6210708638505531
0.5743188044941693,0.5848971789796799
0.5569054611689869,0.5469422898844787
0.8030647505466689,0.531417926497863
0.5618007078493935,0.49872666917896696
0.5622375561128734,0.45293541743386284
0.7302609525110326,0.4256875870563367
0.5659945603910255,0.41346002851597624
0.5975734234070815,0.39275350759737154
0.5591611792410883,0.34548861888069055
0.7218342827890725,0.3259449167966144
0.6232841354895022,0.2908746130680155
0.6746569032888469,0.24140676090966687
0.6500628755307197,0.22258208617408257
0.6859249636582126,0.20437913735979948
0.7672935302672106,0.20191651935105712
0.6913284166109728,0.17650860598147772
0.7421824782232187,0.12704360260579964
0.8181788737389907,0.07561089966956085
0.8739259290518405,0.03702973321883804
0.9448644203901901,0.010244555721739556
0.9947193949548447,6.211540396438194e-15
